Simplified,Pinyin,Definition,HSK
群,qún,"crowd; group; (mw for groups, flocks, or swarms)",5
燃烧,ránshāo,combustion; burn; kindle,5
绕,rào,to wind; to coil; move round,5
热爱,rè'ài,love ardently; adore; passion,5
热烈,rèliè,warm; enthusiastic,5
热心,rèxīn,enthusiastic; zealous; warmhearted,5
人才,réncái,talent; talented person,5
人口,rénkǒu,population; the populace,5
人类,rénlèi,humanity; human race; mankind,5
人民币,rénmínbì,(currency) renminbi (RMB),5
人生,rénshēng,human life,5
人事,rénshì,personnel,5
人物,rénwù,"figure; personage; character (in a play, story, etc.)",5
人员,rényuán,staff; crew; personnel,5
忍不住,rěn bu zhù,cannot help but; unable to bear,5
日常,rìcháng,daily; everyday,5
日程,rìchéng,schedule; itinerary,5
日历,rìlì,calendar,5
日期,rìqī,date,5
日用品,rìyòngpǐn,daily necessities,5
日子,rìzi,days; date; time; life,5
如何,rúhé,how; what; what way,5
如今,rújīn,nowadays,5
软,ruǎn,soft,5
软件,ruǎnjiàn,(computer) software,5
弱,ruò,weak; feeble; young,5
洒,sǎ,to sprinkle; to spray; to spill,5
嗓子,sǎngzi,throat; voice,5
色彩,sècǎi,tint; color; hue,5
杀,shā,to kill; to murder,5
沙漠,shāmò,desert,5
沙滩,shātān,sand bar; sand beach,5
傻,shǎ,foolish; fool,5
晒,shài,to dry in the sun; shine upon; to sun; bask,5
删除,shānchú,to delete,5
闪电,shǎndiàn,lightning,5
扇子,shànzi,fan (for waving),5
善良,shànliáng,good and honest; kind-hearted,5
善于,shànyú,be good at; excel at,5
伤害,shānghài,injure; to harm; wound,5
商品,shāngpǐn,goods; commodity; merchandise,5
商务,shāngwù,business; commercial affairs,5
商业,shāngyè,business; commerce; trade,5
上当,shàng dàng,be fooled; be duped; be taken in,5
蛇,shé,snake; serpent,5
舍不得,shěbude,hate to part with; begrudge doing something,5
设备,shèbèi,equipment; facilities; installations,5
设计,shèjì,plan; design,5
设施,shèshī,facilities; installation,5
射击,shèjī,to shoot; to fire (a gun),5
摄影,shè yǐng,take a photograph; shoot a film,5
伸,shēn,to stretch; extend,5
身材,shēncái,stature; figure; build,5
身份,shēnfèn,identity; status; dignity,5
深刻,shēnkè,profound; deep,5
神话,shénhuà,mythology; fairy tale,5
神秘,shénmì,mysterious; mystical,5
升,shēng,rise; hoist; promote; liter,5
生产,shēngchǎn,to produce; manufacture; give birth to a child,5
生动,shēngdòng,vivid; lively,5
生长,shēngzhǎng,grow; grow up,5
声调,shēngdiào,tone; note,5
绳子,shéngzi,cord; string; rope,5
省略,shěnglüè,to omit; to leave out; abbreviate,5
胜利,shènglì,victory; triumph,5
失眠,shīmián,lose sleep; insomnia,5
失去,shīqù,"to lose (time, an opportunity, work, etc.)",5
失业,shī yè,lose one's job; unemployment,5
诗,shī,poem; poetry; verse,5
狮子,shīzi,lion,5
湿润,shīrùn,moist; humid,5
石头,shítou,stone; rock,5
时差,shíchā,jetlag; time difference,5
时代,shídài,age; era; period,5
时刻,shíkè,moment; constantly,5
时髦,shímáo,fashionable,5
时期,shíqī,period in time or history; period; time,5
时尚,shíshàng,fashion; fad,5
实话,shíhuà,truth,5
实践,shíjiàn,practice; put into practice; carry out,5
实习,shíxí,to practice; field work; work as an intern,5
实现,shíxiàn,achieve; to implement,5
实验,shíyàn,experiment; test,5
实用,shíyòng,practical; pragmatic; functional,5
食物,shíwù,food,5
使劲儿,shǐjìnr,exert all one's strength,5
始终,shǐzhōng,from beginning to end; all along,5
士兵,shìbīng,soldier,5
市场,shìchǎng,market,5
似的,shìde,seems as if; rather like,5
事实,shìshí,fact; in fact,5
事物,shìwù,thing; object,5
事先,shìxiān,in advance; beforehand; prior,5
试卷,shìjuàn,exam paper; test paper,5
收获,shōuhuò,harvest; acquisition; gain,5
收据,shōujù,receipt,5
手工,shǒugōng,hand-made; handicraft; manual,5
手术,shǒushù,surgery; operation,5
手套,shǒutào,glove; mitten,5
手续,shǒuxù,formalities; procedure,5
手指,shǒuzhǐ,finger,5
首,shǒu,head; chief; first; (mw for poems and songs) (Kangxi radical 185),5
寿命,shòumìng,life span; life expectancy,5
受伤,shòu shāng,"sustain injuries (in an accident, etc.); be injured",5
书架,shūjià,bookshelf,5
梳子,shūzi,comb; hairbrush,5
舒适,shūshì,cozy; comfortable; snug,5
输入,shūrù,input; enter; import,5
蔬菜,shūcài,vegetables; produce,5
熟练,shúliàn,practiced; proficient; skilled,5
属于,shǔyú,belong to; be part of,5
鼠标,shǔ biāo,mouse (computer),5
数,"shù, shǔ",number | to count; to rank,5
数据,shùjù,data; numbers; digital,5
数码,shùmǎ,numeral; number; amount; digital,5
摔倒,shuāidǎo,fall down; slip and fall; tumble; trip,5
甩,shuǎi,to throw; to fling; to swing; cast off,5
双方,shuāngfāng,bilateral; both sides; both parties involved,5
税,shuì,tax,5
说不定,shuōbudìng,can't say for sure; perhaps; maybe,5
说服,shuō fú,persuade; convince,5
丝绸,sīchóu,silk,5
丝毫,sīháo,the slightest amount or degree; a very little bit,5
私人,sīrén,private (citizen); personal; individual,5
思考,sīkǎo,reflect on; ponder; consider,5
思想,sīxiǎng,thought; thinking; idea; ideology,5
撕,sī,to tear (something),5
似乎,sìhū,it seems; as if; seemingly,5
搜索,sōusuǒ,search; look for something; scour,5
宿舍,sùshè,dormitory; living quarters; hostel,5
随身,suíshēn,carry on one's person; bring with one,5
随时,suíshí,at any time; whenever necessary,5
随手,suíshǒu,convenient; without extra trouble,5
碎,suì,broken; break into pieces,5
损失,sǔnshī,loss (financial); lose,5
缩短,suōduǎn,shorten; cut down; curtail,5
所,suǒ,"place; that which; (mw for houses, buildings)",5
锁,suǒ,lock,5
台阶,táijiē,flight of steps; sidestep; fig. way out of an embarrassing situation,5
太极拳,tàijíquán,"Tai chi, a Chinese martial art",5
太太,tàitai,wife; married woman; Madame; Mrs.,5
谈判,tánpàn,negotiate; negotiation; conference,5
坦率,tǎnshuài,frank,5
烫,tàng,to scald; to burn; scalding hot; to iron,5
逃,táo,to escape; run away; flee,5
逃避,táobì,to escape; evade; shirk,5
桃,táo,peach,5
淘气,táoqì,naughty; bad,5
讨价还价,tǎo jià huán jià,bargaining; haggling over price,5
套,tào,cover; (mw for sets of things); tie together,5
特色,tèsè,characteristic; distinguishing feature,5
特殊,tèshū,special; particular; extraordinary; unusual,5
特征,tèzhēng,characteristics; distinctive features; trait,5
疼爱,téng ài,love dearly; be very fond of,5
提倡,tíchàng,promote; to advocate; proposal,5
提纲,tígāng,outline; the key point,5
提问,tíwèn,put questions to; to quiz,5
题目,tímù,subject; title; topic,5
体会,tǐhuì,know from experience; learn through experience; realize; understanding; experience,5
体贴,tǐtiē,show consideration for; thoughtful,5
体现,tǐxiàn,embody; incarnate; reflect; to manifest,5
体验,tǐyàn,experience for oneself; to personally experience (usually a kind of life),5
天空,tiānkōng,sky; space; heavens,5
天真,tiānzhēn,naïve; innocent; artless,5
调皮,tiáopí,naughty; mischievous; unruly,5
调整,tiáozhěng,adjustment; revision,5
挑战,tiǎozhàn,challenge,5
通常,tōngcháng,regular; usual; normal; ordinary,5
统一,tǒngyī,unify; unite; integrate; universal,5
痛苦,tòngkǔ,pain; suffering; agony,5
痛快,tòngkuai,joyful; delighted; very happy; jolly,5
偷,tōu,steal; pilfer,5
投入,tóurù,put into operation; throw into; to invest,5
投资,tóu zī,investment,5
透明,tòumíng,transparent; open (non-secretive),5
突出,tūchū,prominent; stand out; give prominence to,5
土地,tǔdì,land; territory; soil,5
土豆,tǔdòu,potato,5
吐,"tǔ, tù",to spit | to vomit; throw up,5
兔子,tùzi,rabbit; hare,5
团,tuán,round; ball; group; unite; dumpling; (mw for ball-like things),5
推辞,tuīcí,to decline; turn down,5
推广,tuīguǎng,popularize; to spread,5
推荐,tuījiàn,recommend; recommendation,5
退,tuì,to retreat; decline; withdraw,5
退步,tuìbù,to degenerate; to regress,5
退休,tuìxiū,retirement (from work); retire,5
歪,wāi,askew; crooked; devious; recline to take a rest (colloquial),5
外公,wàigōng,maternal grandfather,5
外交,wàijiāo,diplomacy; foreign affairs,5
完美,wánměi,perfect,5
完善,wánshàn,perfect; make perfect; improve,5
完整,wánzhěng,complete; intact,5
玩具,wánjù,plaything; toy,5
万一,wànyī,just in case; if by any chance,5
王子,wángzǐ,prince; son of a king,5
网络,wǎngluò,network,5
往返,wǎngfǎn,go back and forth; go to and fro,5
危害,wēihài,endanger; jeopardize; to harm,5
威胁,wēixié,threaten; to menace,5
微笑,wēixiào,smile,5
违反,wéifǎn,violate (a law),5
围巾,wéijīn,scarf; shawl,5
围绕,wéirào,revolve around; center on (an issue),5
唯一,wéiyī,only; sole,5
维修,wéixiū,maintain (of equipment); to mend; repair,5
伟大,wěidà,great; mighty; large,5
尾巴,wěiba,tail,5
委屈,wěiqu,feel wronged; nurse a grievance,5
未必,wèibì,not necessarily; need not,5
未来,wèilái,future,5
位于,wèiyú,be located at,5
位置,wèizhi,position; place; seat,5
胃,wèi,stomach,5
胃口,wèikǒu,appetite,5
温暖,wēnnuǎn,warm,5
温柔,wēnróu,gentle and soft; tender; gentle,5
文件,wénjiàn,document; file,5
文具,wénjù,stationery; writing supplies,5
文明,wénmíng,civilization; civilized; culture,5
文学,wénxué,literature,5
文字,wénzì,characters; script; writing,5
闻,wén,hear; to smell; news; reputation,5
吻,wěn,kiss; lips,5
稳定,wěndìng,stable; steady,5
问候,wènhòu,send a greeting; send one's regards to,5
卧室,wòshì,bedroom,5
握手,wò shǒu,to shake hands,5
屋子,wūzi,room; house,5
无奈,wúnài,can't help but; have no choice,5
无数,wúshù,countless; innumerable,5
无所谓,wúsuǒwèi,doesn't matter; be indifferent,5
武术,wǔshù,martial arts,5
勿,wù,not; do not,5
物理,wùlǐ,physics; physical,5
物质,wùzhì,matter; substance; material,5
雾,wù,fog; mist,5
吸取,xīqǔ,absorb; assimilate,5
吸收,xīshōu,absorb; ingest,5
戏剧,xìjù,drama; play; theater,5
系,"xì, jì",be; relate to; system; fasten; department; faculty; connect | to tie,5
系统,xìtǒng,system,5
细节,xìjié,details; particulars,5
瞎,xiā,blind,5
下载,xiàzǎi,to download,5
吓,xià,frighten; to scare; intimidate,5
夏令营,xiàlìngyíng,summer camp,5
鲜艳,xiānyàn,bright-colored,5
显得,xiǎnde,appear; seem; to look,5
显然,xiǎnrán,clear; evidently; obviously,5
显示,xiǎnshì,"display, illustrate, to show",5
县,xiàn,county; district,5
现代,xiàndài,modern times; modern age,5
现实,xiànshí,reality; actuality; practical,5
现象,xiànxiàng,appearance; phenomenon,5
限制,xiànzhì,restrictions; to limit; to bound,5
相处,xiāngchǔ,get along; interact,5
相当,xiāngdāng,equivalent to; appropriate; considerably; quite,5
相对,xiāngduì,opposite; relatively; to resist,5
相关,xiāngguān,correlation; interrelated; dependence,5
相似,xiāngsì,similar; resemble; like,5
香肠,xiāngcháng,sausage,5
享受,xiǎngshòu,enjoy,5
想念,xiǎngniàn,to miss; remember with longing; long to see again,5
想象,xiǎngxiàng,imagine; visualize,5
项,xiàng,nape (of the neck); sum (of money); mw item,5
项链,xiàngliàn,necklace,5
项目,xiàngmù,program; item; project,5
象棋,xiàngqí,chess; Chinese chess,5
象征,xiàngzhēng,symbol; symbolize; signify,5
消费,xiāofèi,consumption; spending,5
消化,xiāohuà,to digest,5
消极,xiāojí,passive; negative; demoralized,5
消失,xiāoshī,disappear; fade away; dissolve,5
销售,xiāoshòu,to sell; to market; sales,5
小麦,xiǎomài,wheat,5
小气,xiǎoqì,stingy; petty,5
孝顺,xiàoshùn,filial piety,5
效率,xiàolǜ,efficiency,5
歇,xiē,to rest; to go to bed; to take a break,5
斜,xié,slanting; tilted,5
写作,xiězuò,writing; composition; written works,5
血,xuè,blood (Kangxi radical 143),5
心理,xīnlǐ,psychology; psychological; mental,5
心脏,xīnzàng,heart,5
欣赏,xīnshǎng,appreciate; enjoy; admire,5
信号,xìnhào,signal,5
信任,xìnrèn,to trust; have confidence in,5
行动,xíngdòng,to move; get around; action,5
行人,xíngrén,pedestrian,5
行为,xíngwéi,action; behavior; conduct,5
形成,xíngchéng,take shape; form,5
形容,xíngróng,describe; appearance; look,5
形式,xíngshì,form; shape; situation,5
形势,xíngshì,circumstances; situation; terrain,5
形象,xíngxiàng,image; form; figure,5
形状,xíngzhuàng,form; figure; shape,5
幸亏,xìngkuī,fortunately; luckily,5
幸运,xìngyùn,luck; fortune,5
性质,xìngzhì,nature; characteristic; quality,5
兄弟,xiōngdì,brothers; younger brother; brethren,5
胸,xiōng,chest; bosom; heart,5
休闲,xiūxián,recreation; leisure,5
修改,xiūgǎi,amend; modify; revise; alter,5
虚心,xūxīn,modest; open-minded,5
叙述,xùshù,retell; narrate,5
宣布,xuānbù,announce; declare; proclaim,5
宣传,xuānchuán,propaganda; to propagate; to give publicity to,5
学历,xuélì,educational background; school record,5
学术,xuéshù,learning; science; academic,5
学问,xuéwen,learning; knowledge,5
寻找,xúnzhǎo,seek; look for; quest,5
询问,xúnwèn,inquire about,5
训练,xùnliàn,to train; to drill; to exercise; training,5
迅速,xùnsù,fast; quick; rapid,5
押金,yājīn,security deposit; down payment,5
牙齿,yáchǐ,tooth,5
延长,yáncháng,extend; prolong; lengthen,5
严肃,yánsù,solemn; serious; earnest,5
演讲,yǎnjiǎng,give a lecture; make a speech,5
宴会,yànhuì,banquet; feast; dinner party,5
阳台,yángtái,balcony,5
痒,yǎng,to itch; itchy,5
样式,yàngshì,type; style; form,5
腰,yāo,waist; lower back; pocket,5
摇,yáo,to shake; to rock,5
咬,yǎo,to bite; to nip,5
要不,yàobù,otherwise; or else; how about,5
业务,yèwù,business; profession,5
业余,yèyú,spare time; amateur,5
夜,yè,night; darkness,5
一辈子,yíbèizi,(for) a lifetime; all one's life,5
一旦,yídàn,in case (something happens); once (sth. has happened ... then); in one day,5
一律,yílǜ,same; uniformly; all; without exception,5
一再,yízài,repeatedly; again and again,5
一致,yízhì,unanimous; identical (views or opinions); consistent,5
依然,yīrán,still; as before,5
移动,yídòng,to move,5
移民,yímín,immigrate; emigrate; migrate,5
遗憾,yíhàn,regret; pity; sorry,5
疑问,yíwèn,doubt; question; to query,5
乙,yǐ,two; twist (2nd Heavenly Stem) (Kangxi radical 5),5
以及,yǐjí,as well as; too; (formal) and,5
以来,yǐlái,since (a previous event),5
亿,yì,"one hundred million (100,000,000)",5
义务,yìwù,duty; obligation; volunteer duty,5
议论,yìlùn,discuss; to comment; talk about,5
意外,yìwài,unexpected; accident; mishap,5
意义,yìyì,meaning; significance,5
因而,yīn'ér,therefore; as a result; thus,5
因素,yīnsù,element; factor,5
银,yín,silver (the element),5
印刷,yìnshuā,print,5
英俊,yīngjùn,handsome,5
英雄,yīngxióng,hero,5
迎接,yíngjiē,meet; greet; to welcome,5
营养,yíngyǎng,nutrition; nourishment; sustenance,5
营业,yíngyè,do business; to trade,5
影子,yǐngzi,shadow; reflection,5
应付,yìngfu,to cope with; deal with; handle; do sth. perfunctorily; do sth. after a fashion; make do,5
应用,yìngyòng,to apply; to use; application,5
硬,yìng,hard; stiff; obstinately,5
硬件,yìngjiàn,hardware,5
拥抱,yōngbào,embrace; to hug,5
拥挤,yōngjǐ,to crowd; to push; to squeeze,5
勇气,yǒngqì,courage; valor,5
用功,yòng gōng,diligent; industrious; hardworking,5
用途,yòngtú,use; application; purpose,5
优惠,yōuhuì,preferential; favorable,5
优美,yōuměi,graceful; fine; elegant,5
优势,yōushì,advantage; superiority; dominant position,5
悠久,yōujiǔ,established; long; longstanding,5
犹豫,yóuyù,hesitate; hesitant; undecided,5
油炸,yóuzhá,deep fry,5
游览,yóulǎn,go sight-seeing; tour,5
有利,yǒulì,advantageous; beneficial,5
幼儿园,yòu'éryuán,kindergarten; nursery school,5
娱乐,yúlè,entertain; amuse; entertainment,5
与其,yǔqí,rather than; better than,5
语气,yǔqì,tone; manner of speaking; mood,5
玉米,yùmǐ,corn; maize,5
预报,yùbào,to predict; forecast,5
预订,yùdìng,place an order; book ahead; subscribe for,5
预防,yùfáng,prevent; take precautions against,5
元旦,yuándàn,New Year's Day,5
员工,yuángōng,employee; staff; personnel,5
原料,yuánliào,raw material; ingredients,5
原则,yuánzé,principle; doctrine,5
圆,yuán,round; circular; formal unit of Chinese currency,5
愿望,yuànwàng,desire; wish; aspiration,5
乐器,yuèqì,musical instrument,5
晕,yūn,dizzy; to fain,5
运气,yùnqi,luck,5
运输,yùnshū,transport; transportation,5
运用,yùnyòng,to use; apply,5
灾害,zāihài,disaster; calamity,5
再三,zàisān,over and over again; repeatedly,5
在乎,zàihu,care about; be determined by; to mind,5
在于,zàiyú,lie in; be in; rest with; depend on,5
赞成,zànchéng,approve; endorse,5
